SA1_7DIGITCODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5114019,0,3,8,14,15,29,6,7,11,3,5,10,22,18,39,5,9,13,0,5,8,6,3,8,12,18,26,4,0,4,0,0,0,0,0,3,0,0,3,0,0,0,3,3,9,3,4,9,0,0,0,0,0,3,0,9,9,0,0,0,9,12,15,0,0,0,0,0,0,0,0,0,3,0,3,7,6,15,0,4,4,52,68,120
5114020,0,3,3,23,11,38,7,3,12,3,3,4,30,19,48,11,7,15,4,0,3,4,0,3,19,9,23,0,0,0,0,3,4,0,0,0,0,6,6,0,0,0,0,9,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,3,0,0,0,3,0,3,13,11,18,0,3,3,65,48,110
5114021,0,4,3,8,8,20,0,0,4,9,3,8,11,19,33,3,4,13,0,6,5,3,0,3,8,13,21,0,0,0,0,6,7,0,0,0,0,0,3,0,0,0,4,7,13,0,3,4,0,0,3,0,0,0,0,4,4,0,0,0,4,6,7,0,0,3,0,3,3,0,0,0,0,3,3,3,5,14,0,3,4,43,63,101
5114022,0,0,0,14,8,23,3,8,4,0,0,3,15,20,37,8,15,15,9,9,17,3,3,9,24,24,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,3,5,3,4,4,0,0,0,0,0,5,0,0,0,6,10,15,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,0,0,0,56,62,116
5114023,3,0,3,5,4,14,3,8,8,0,0,0,10,6,18,7,0,7,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,3,13,16,30,0,0,0,32,42,73
5114024,3,3,9,14,6,22,4,9,7,3,0,3,21,17,34,3,4,16,7,4,18,0,3,3,17,14,30,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,3,4,8,3,9,19,0,0,0,0,3,3,0,3,3,0,0,0,9,14,25,0,0,0,3,3,8,0,0,0,3,5,6,17,15,28,0,3,3,70,78,151
5114025,0,0,4,6,3,12,0,0,0,0,4,3,10,7,15,12,4,17,3,4,4,0,0,0,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,3,5,3,7,0,0,0,33,24,54
5114026,6,7,9,7,8,14,9,7,19,3,5,5,20,18,36,4,3,3,11,8,12,3,5,7,14,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,0,0,0,0,0,0,0,0,3,0,0,0,8,12,13,0,0,0,0,3,7,0,0,0,0,3,7,19,15,35,0,0,0,64,68,131
5114027,0,0,0,15,23,32,6,3,6,3,4,10,22,25,51,4,9,12,3,4,10,4,4,10,14,14,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,10,0,0,0,0,3,3,0,3,3,0,0,0,0,18,15,0,0,0,0,0,3,0,0,0,0,0,3,13,7,15,0,0,0,59,66,121
5114028,0,0,0,15,8,18,3,3,4,0,3,7,15,9,31,8,3,13,3,0,5,0,3,7,19,10,30,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,4,0,0,0,0,0,0,3,7,13,0,0,0,0,3,3,0,0,0,0,3,3,13,13,24,0,3,4,54,47,103
5114029,0,0,0,3,3,9,5,6,9,7,7,6,12,14,28,3,0,3,0,3,3,6,10,16,9,9,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,5,5,11,3,0,3,0,0,0,0,3,3,0,0,0,9,11,22,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,3,38,41,80
5114030,3,0,3,4,8,7,0,0,0,3,7,10,9,12,17,7,6,15,6,4,7,3,0,7,16,9,27,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,4,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,3,7,3,15,0,0,0,40,33,75
5114031,4,0,9,12,4,16,3,3,11,3,3,5,18,15,28,5,0,5,3,3,5,3,0,5,8,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,0,5,0,3,3,4,0,3,5,0,5,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,3,5,52,39,88
5114032,0,8,12,27,27,50,6,13,21,0,0,4,38,40,77,10,18,29,18,5,25,8,5,14,30,31,63,0,3,3,0,0,0,3,5,11,0,4,3,0,0,0,10,12,20,8,6,19,0,0,0,7,3,5,0,6,7,0,0,0,13,15,32,0,0,3,0,3,3,0,0,0,0,4,3,8,8,18,0,0,3,104,123,223
5114033,3,0,4,10,8,20,10,11,17,6,0,9,28,20,51,6,5,9,6,4,14,6,7,16,19,17,36,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,3,0,0,0,15,3,22,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,75,58,135
5114034,0,0,3,7,6,15,3,4,11,4,7,15,15,25,37,5,13,16,11,9,27,15,6,21,28,25,56,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,9,8,14,12,23,0,6,6,0,0,0,5,5,8,0,0,0,20,21,43,0,0,0,3,0,3,0,0,0,3,3,7,23,27,51,0,0,3,100,114,209
5114035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5
5114101,0,0,0,8,3,7,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9
5114102,0,0,0,0,5,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,9,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,3,19,21,43
5114103,6,4,12,8,14,22,9,4,6,6,3,5,21,18,38,8,3,17,3,5,3,3,3,4,18,9,23,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,3,4,8,0,0,0,0,0,0,3,4,9,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,0,0,0,61,50,117
5114104,3,3,6,17,10,29,4,7,16,3,4,5,21,20,49,11,8,23,6,9,15,3,4,14,21,23,49,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,5,3,12,0,5,6,4,3,5,0,0,0,3,7,6,0,0,0,9,12,23,0,0,0,3,0,3,0,0,0,3,0,4,3,5,11,0,3,3,66,81,144
5114105,0,0,0,13,8,22,6,5,8,0,4,4,23,19,39,13,15,21,3,3,7,0,3,3,16,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,8,0,0,0,0,3,4,0,0,0,0,0,0,3,8,16,0,0,0,0,3,3,0,0,0,0,3,3,10,11,19,0,0,0,48,63,113
5114106,3,0,3,8,11,19,0,0,0,7,0,8,17,15,33,5,5,10,8,6,17,3,0,0,17,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,0,3,3,5,0,0,0,5,8,15,0,0,0,0,0,3,0,0,0,0,3,3,0,4,3,0,0,0,46,45,94
5114107,0,0,0,15,11,28,12,19,33,4,7,9,29,30,68,8,11,21,7,9,23,0,0,3,22,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,3,4,0,0,0,3,12,15,0,0,0,0,0,0,0,0,0,0,0,0,11,10,27,0,0,3,75,82,153
5114108,0,4,0,23,23,44,4,3,8,3,4,8,31,29,64,17,15,27,14,10,17,3,0,5,30,23,51,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,4,5,3,12,0,4,4,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,0,3,3,0,0,0,0,4,4,15,11,27,3,3,7,92,86,178
5114109,3,0,3,7,8,14,7,4,8,0,3,3,12,15,28,5,8,15,3,5,8,0,0,0,12,12,20,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,4,3,7,0,3,6,0,0,0,0,3,3,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,38,38,77
5114110,3,3,5,13,10,26,11,8,13,3,10,10,26,26,52,11,10,29,3,3,6,3,0,3,17,13,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,11,15,0,0,0,0,0,3,3,6,10,0,0,0,12,13,21,0,0,0,3,3,4,0,0,0,3,0,7,9,14,18,0,0,0,73,76,148
5114111,4,0,8,7,3,13,6,8,11,4,3,8,20,14,37,8,12,19,13,8,19,0,0,3,22,22,40,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,4,9,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,13,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,3,67,51,118
5114112,0,0,3,11,9,14,3,0,3,4,3,7,14,12,29,9,5,14,0,3,7,0,0,0,8,10,21,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,10,0,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,27,41,71
5114113,3,0,4,8,9,14,3,0,4,3,0,4,11,10,24,8,8,21,11,5,22,0,8,4,22,20,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,0,0,0,5,4,8,0,0,3,0,0,0,8,13,16,0,0,0,0,4,4,0,0,0,0,4,6,16,23,37,0,0,0,64,74,139
5114114,4,0,4,3,7,10,3,0,3,16,3,17,18,7,31,8,5,15,3,3,9,9,9,21,24,19,46,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,0,0,3,67,67,135
5114115,0,0,0,3,13,14,4,0,3,3,0,3,11,12,19,5,3,5,0,0,0,0,3,8,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,22,27,46
5114116,0,3,4,10,8,21,8,4,19,10,4,12,32,15,46,12,8,21,5,3,7,9,16,22,22,28,47,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,8,0,0,3,0,0,0,0,4,5,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,55,31,85,3,3,7,120,86,206
5114117,0,0,4,4,4,12,0,0,3,3,0,3,9,9,16,6,3,13,3,0,5,0,0,0,6,11,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,3,3,0,3,0,3,3,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,3,0,9,34,33,74
5114118,0,0,0,3,5,9,3,5,4,0,0,3,11,7,19,9,4,14,3,3,4,0,0,0,8,11,25,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,0,3,5,0,0,0,0,0,0,0,5,5,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,8,8,30,46,78
5114119,3,0,3,19,14,30,0,0,3,4,0,8,21,16,39,3,18,18,4,4,7,0,0,0,7,22,28,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,7,8,3,6,0,0,3,0,0,0,4,5,6,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,3,61,52,114
5114120,0,0,4,13,4,19,7,0,7,0,0,3,17,10,25,0,3,0,110,3,114,0,0,0,115,3,121,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,3,6,4,11,0,0,0,0,0,0,0,3,3,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,7,22,0,3,3,152,28,187
5114121,3,5,11,8,14,23,3,0,3,8,7,14,18,16,42,6,8,15,4,3,3,0,4,9,8,16,30,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,3,3,3,3,0,5,0,0,0,0,0,0,0,3,3,0,0,0,4,3,5,0,0,0,3,0,3,0,0,0,3,0,3,13,17,26,0,0,4,57,65,119
5114122,0,0,0,10,4,7,3,0,3,0,7,5,8,8,18,3,3,7,0,3,0,10,9,13,11,15,21,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,5,4,5,0,0,0,0,0,0,3,3,4,0,0,0,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,37,32,67
5114123,0,0,3,5,0,5,7,6,10,0,4,3,9,8,19,3,3,6,10,3,15,0,5,7,13,12,27,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,0,0,0,0,3,3,8,4,10,7,3,4,36,41,81
5114124,0,0,3,9,3,13,0,4,4,3,3,5,17,8,25,3,4,12,12,13,22,4,0,4,14,16,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,6,0,0,0,0,3,6,23,6,28,0,0,0,63,47,107
5114125,0,0,0,27,18,41,7,5,9,0,3,3,32,23,54,5,7,13,9,3,9,0,0,3,17,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,5,0,0,0,0,0,3,0,7,5,0,0,0,7,12,16,4,0,6,0,4,4,0,0,0,4,8,6,3,3,7,3,0,3,62,62,122
5114126,3,0,3,16,19,33,5,4,15,3,5,7,22,30,52,10,0,13,9,4,19,0,5,5,20,13,34,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,11,11,9,17,0,0,0,0,0,0,0,0,3,0,0,0,10,11,19,0,0,0,0,3,0,0,0,0,0,3,0,9,11,22,3,0,3,75,71,147
5114127,3,3,5,0,6,4,10,9,13,0,3,4,14,15,27,13,7,18,3,155,158,0,3,3,13,161,176,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,5,9,17,0,3,3,0,4,3,0,3,3,0,0,0,9,12,26,0,0,0,0,0,0,0,0,0,0,0,0,11,20,35,0,0,0,64,213,272
5114128,3,0,3,15,13,32,9,4,16,3,0,3,30,24,53,6,14,19,7,9,13,0,0,0,16,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,3,3,4,6,0,0,0,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,57,64,118
5114129,3,0,0,15,6,25,0,0,5,0,3,3,16,13,29,9,6,14,0,4,4,0,3,3,5,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,17,17,32,0,0,0,45,52,96
5114130,7,0,4,14,12,21,0,0,0,3,0,3,12,10,25,5,3,12,6,3,13,0,0,0,7,13,24,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,0,0,0,40,41,83
5114131,3,3,11,14,4,17,6,7,16,0,0,4,21,14,34,10,9,21,6,11,24,0,0,0,18,23,44,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,6,4,11,0,0,0,0,0,0,4,3,7,0,0,0,6,10,15,0,0,3,0,0,4,0,0,0,0,0,3,3,13,18,0,0,0,58,74,128
5114132,0,0,3,3,6,12,0,4,4,0,0,0,3,8,14,8,5,11,11,5,12,0,3,4,12,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,12,0,0,0,0,0,0,3,3,6,0,0,0,7,8,12,0,0,0,0,3,3,0,0,0,0,3,3,4,3,11,0,0,3,36,44,81
5114133,0,0,0,4,8,12,0,6,4,0,3,6,11,11,18,3,9,18,9,3,9,0,0,0,8,17,23,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,3,3,4,0,0,0,3,3,4,3,3,3,0,3,3,34,44,81
5114201,3,3,7,11,5,16,0,3,3,6,11,16,18,17,37,9,6,14,3,0,4,7,12,18,12,24,39,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,7,3,0,0,0,3,0,3,0,7,7,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,3,0,49,64,108
5114205,6,0,5,26,15,39,0,3,3,0,0,7,25,17,49,18,8,23,0,0,0,8,3,11,24,17,35,3,0,4,0,0,0,0,0,3,0,3,4,0,0,0,6,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,4,4,7,4,8,0,0,0,63,53,122
5114206,0,5,3,26,18,38,0,0,0,0,0,0,26,14,39,8,17,28,0,0,0,3,3,10,12,19,31,0,0,0,3,0,3,4,0,4,0,3,5,0,0,0,12,3,10,0,0,4,0,4,4,0,0,0,3,5,9,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,0,0,0,65,64,134
5114207,4,0,3,12,7,20,0,0,0,9,3,8,14,11,31,3,3,5,0,0,3,3,4,9,12,9,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,9,0,5,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,0,4,42,41,82
5114208,7,8,17,39,35,75,4,7,10,3,8,14,45,52,101,15,17,37,0,5,6,10,11,17,30,33,55,0,3,3,0,0,0,0,0,5,4,5,8,0,0,0,6,9,20,7,4,12,0,3,3,0,3,4,3,8,7,0,0,0,12,10,25,0,0,0,3,0,3,0,0,0,3,0,3,13,16,34,0,3,4,123,134,257
5114210,3,0,6,7,9,13,3,5,8,6,3,6,15,15,29,3,3,13,0,4,3,10,10,13,18,13,30,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,9,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,4,0,0,0,0,0,4,9,11,21,0,0,0,52,49,96
5114211,11,3,15,28,15,43,0,3,6,10,14,25,42,34,80,13,17,33,0,8,6,13,15,28,32,34,69,0,0,0,0,3,4,4,0,3,0,0,0,0,0,0,4,11,11,7,8,13,0,3,3,0,4,7,0,8,10,0,0,0,9,21,33,0,0,0,0,4,7,0,0,0,0,4,7,28,31,58,0,4,3,128,145,268
5114212,0,0,0,0,0,0,0,3,4,3,3,9,8,3,13,0,0,0,4,3,6,3,3,8,11,6,13,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,48
5114213,3,3,3,3,5,9,4,0,3,6,9,14,16,15,26,4,5,12,0,0,0,6,10,18,14,12,24,0,0,0,0,0,3,3,0,3,0,3,5,0,0,0,3,3,10,3,10,9,0,0,0,0,0,0,0,4,4,0,0,0,3,12,14,0,0,0,0,3,5,0,0,0,0,3,5,3,3,5,0,0,0,41,51,87
5114214,8,7,15,26,28,54,0,3,3,5,6,10,30,41,72,16,18,31,0,0,0,3,0,4,20,16,37,0,4,4,0,5,5,0,0,5,6,3,8,0,0,0,4,11,15,0,3,3,3,3,8,0,0,0,3,6,7,0,0,0,7,12,15,0,0,4,0,5,4,0,0,0,4,7,8,6,13,14,9,11,19,93,119,206
5114215,0,5,5,19,13,33,0,0,0,3,3,6,27,13,41,11,9,19,0,0,0,0,4,5,12,15,23,3,0,3,0,3,3,0,0,0,4,0,7,0,0,0,3,6,10,3,0,5,0,3,5,0,0,0,0,4,4,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,3,3,3,62,59,123
5114216,10,11,22,41,37,81,0,3,4,3,0,3,42,41,87,10,14,23,0,0,0,0,3,3,10,14,23,0,0,3,3,3,3,4,0,3,3,4,10,0,0,0,10,10,20,3,8,4,3,3,12,0,0,0,0,4,8,0,0,0,7,16,28,0,0,3,0,3,4,0,0,0,0,3,4,18,19,32,8,5,10,108,120,223
5114217,0,8,8,12,11,22,3,3,3,0,3,7,14,14,32,3,3,6,0,0,0,4,3,7,4,7,11,3,0,4,0,0,0,0,0,0,5,0,5,0,0,0,7,3,8,0,0,0,0,5,5,0,0,0,0,3,4,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,3,6,42,39,82
5114218,9,12,22,55,50,102,10,4,17,0,7,7,61,62,122,25,21,48,0,4,4,3,0,0,30,28,53,0,0,3,0,0,0,0,0,3,5,3,7,0,0,0,8,6,18,3,12,15,0,9,5,0,3,3,6,3,8,0,0,0,11,23,29,0,0,0,0,3,3,0,0,0,0,3,5,28,24,48,3,3,6,151,156,313
5114219,4,8,14,17,26,42,0,0,0,7,3,5,29,22,48,8,15,22,3,0,3,3,0,3,13,11,29,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,4,0,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,9,16,0,0,0,56,65,120
5114220,6,11,16,36,31,66,0,3,3,6,5,7,46,40,77,20,22,37,0,0,0,0,0,3,18,23,40,0,3,3,0,4,4,0,0,3,0,4,3,0,0,0,3,9,17,0,0,3,0,0,3,3,0,3,0,0,3,0,0,0,6,4,13,0,3,0,0,0,0,0,0,0,0,3,5,18,17,37,0,3,3,101,100,202
5114221,3,0,3,22,18,36,0,0,0,10,10,18,30,26,55,9,12,23,0,0,0,0,4,4,9,21,26,0,0,3,0,0,0,4,0,3,0,3,5,0,0,0,4,5,9,3,3,5,0,0,0,0,0,0,3,0,3,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,0,0,0,60,62,125
5114222,3,7,8,53,45,105,3,4,8,8,0,12,65,51,116,16,21,37,3,3,3,4,3,6,19,30,50,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,10,3,6,8,0,4,4,0,0,0,0,0,3,0,0,0,3,14,15,0,0,0,3,0,3,0,0,0,3,0,3,20,20,41,4,0,3,114,132,244
5114223,5,9,11,31,30,56,9,9,10,8,7,12,43,45,86,23,29,48,0,0,4,0,4,9,24,35,55,0,0,0,0,3,3,0,0,0,5,3,11,0,0,0,6,4,11,0,3,5,0,0,0,0,0,0,3,3,9,0,0,0,4,8,18,0,0,0,5,3,7,0,0,0,5,3,7,28,30,56,0,0,0,113,137,244
5114224,0,0,0,4,7,15,0,0,0,0,0,3,12,5,17,3,0,8,0,0,0,9,3,7,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,31,19,50
5114225,3,0,4,7,13,20,3,3,6,3,3,10,18,19,35,7,9,12,0,0,3,4,0,6,15,9,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,3,10,8,24,0,0,0,53,46,93
5114226,6,7,17,39,31,70,8,3,9,3,0,0,42,36,79,23,34,60,0,3,4,0,3,4,30,38,64,0,4,6,0,0,0,0,3,4,0,9,11,0,0,0,7,13,17,0,3,3,3,3,3,0,0,0,0,8,9,0,0,0,7,9,13,0,0,3,0,11,9,0,0,0,3,7,14,22,19,38,0,0,3,113,129,248
